"Code","Preferred Term","Relationship","Code2","Preferred Term2"
"C45516","Lung Clear Cell Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36599","Loss of Chromosome Y"
"C45516","Lung Clear Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45516","Lung Clear Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C45516","Lung Clear Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36695","LKB1 Gene Inactivation"
"C45516","Lung Clear Cell Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45545","Lung Epithelial-Myoepithelial Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4452","Lung Giant Cell Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C4452","Lung Giant Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C4452","Lung Giant Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C4452","Lung Giant Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45512","Lung Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C38184","ALK Gene"
"C45512","Lung Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45512","Lung Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C99724","EML4/ALK Fusion Gene"
"C45512","Lung Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C45512","Lung Mucinous Adenocarcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C45566","Gain of Chromosome 3q24-qter"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36489","Gain of Chromosome 5p"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36488","Gain of Chromosome 8q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36497","Loss of Chromosome 13q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36667","Loss of Chromosome 4q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C27712","Loss of Chromosome 5q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36583","Loss of Chromosome 6q"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36503","Loss of Chromosome 8p"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36584","Loss of Chromosome 9"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36599","Loss of Chromosome Y"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36695","LKB1 Gene Inactivation"
"C45512","Lung Mucinous Adenocarcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45544","Lung Mucoepidermoid Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45542","Lung Pleomorphic Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45542","Lung Pleomorphic Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45542","Lung Pleomorphic Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45542","Lung Pleomorphic Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45540","Lung Sarcomatoid Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45540","Lung Sarcomatoid Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45540","Lung Sarcomatoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45540","Lung Sarcomatoid Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C38184","ALK Gene"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C99724","EML4/ALK Fusion Gene"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C25785","KRAS Gene"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C45566","Gain of Chromosome 3q24-qter"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36489","Gain of Chromosome 5p"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36488","Gain of Chromosome 8q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36497","Loss of Chromosome 13q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36667","Loss of Chromosome 4q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C27712","Loss of Chromosome 5q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36583","Loss of Chromosome 6q"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36503","Loss of Chromosome 8p"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36584","Loss of Chromosome 9"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36599","Loss of Chromosome Y"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36665","KRAS2 Gene Amplification"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36695","LKB1 Gene Inactivation"
"C45514","Lung Signet Ring Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C45541","Lung Spindle Cell Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45541","Lung Spindle Cell Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45541","Lung Spindle Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45541","Lung Spindle Cell Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9360","Lymphoblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36447","Clonal T-Cell Receptor Beta Chain Gene Rearrangement"
"C9360","Lymphoblastic Lymphoma","Disease_May_Have_Molecular_Abnormality","C36448","Clonal T-Cell Receptor Gamma Chain Gene Rearrangement"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36439","Gain of Chromosome 2p"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36440","Gain of Chromosome 9p"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36431","Apoptotic Pathway Deregulation"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C9283","Lymphocyte-Depleted Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36446","Clonal T-Cell Receptor Gene Rearrangement"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36439","Gain of Chromosome 2p"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36440","Gain of Chromosome 9p"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36431","Apoptotic Pathway Deregulation"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C6913","Lymphocyte-Rich Classical Hodgkin Lymphoma","Disease_May_Have_Molecular_Abnormality","C36446","Clonal T-Cell Receptor Gene Rearrangement"
"C7205","Lymphoepithelioid Variant Peripheral T-Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36539","Gain of Chromosome X"
"C7205","Lymphoepithelioid Variant Peripheral T-Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36425","Trisomy 3"
"C7205","Lymphoepithelioid Variant Peripheral T-Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36447","Clonal T-Cell Receptor Beta Chain Gene Rearrangement"
"C7205","Lymphoepithelioid Variant Peripheral T-Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36448","Clonal T-Cell Receptor Gamma Chain Gene Rearrangement"
"C45519","Lymphoepithelioma-Like Lung Carcinoma","Disease_Mapped_To_Gene","C17757","EGFR Gene"
"C45519","Lymphoepithelioma-Like Lung Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C45519","Lymphoepithelioma-Like Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C98357","EGFR Gene Mutation"
"C45519","Lymphoepithelioma-Like Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C41361","KRAS Gene Mutation"
"C45519","Lymphoepithelioma-Like Lung Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C3721","Lymphomatoid Papulosis","Disease_May_Have_Molecular_Abnormality","C36447","Clonal T-Cell Receptor Beta Chain Gene Rearrangement"
"C3721","Lymphomatoid Papulosis","Disease_May_Have_Molecular_Abnormality","C36448","Clonal T-Cell Receptor Gamma Chain Gene Rearrangement"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36481","Gain of Chromosome 15q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36484","Gain of Chromosome 17q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36483","Gain of Chromosome 9q"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36490","Loss of Chromosome 14"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
"C4720","Lymphoplasmacyte-Rich Meningioma","Disease_May_Have_Molecular_Abnormality","C36686","NF2 Gene Inactivation"
"C3212","Lymphoplasmacytic Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C3212","Lymphoplasmacytic Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C3212","Lymphoplasmacytic Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C3212","Lymphoplasmacytic Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27748","t(9;14)(p13;q32)"
"C3862","Male Breast Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36486","Gain of Chromosome 5"
"C3862","Male Breast Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36539","Gain of Chromosome X"
"C3862","Male Breast Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36599","Loss of Chromosome Y"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_Mapped_To_Gene","C18609","KIT Gene"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_Mapped_To_Gene","C24666","PDGFRA Gene"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36490","Loss of Chromosome 14"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_May_Have_Molecular_Abnormality","C39712","KIT Gene Mutation"
"C53999","Malignant Gastrointestinal Stromal Tumor","Disease_May_Have_Molecular_Abnormality","C39718","PDGFRA Gene Mutation"
"C4748","Malignant Melanotic Peripheral Nerve Sheath Tumor","Disease_Mapped_To_Gene","C17424","NF1 Gene"
"C4748","Malignant Melanotic Peripheral Nerve Sheath Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C4748","Malignant Melanotic Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C4748","Malignant Melanotic Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C4456","Malignant Mesothelioma","Disease_Mapped_To_Gene","C18022","CDKN2A Gene"
"C4456","Malignant Mesothelioma","Disease_Pathogenesis_Involves_Gene","C18022","CDKN2A Gene"
"C4456","Malignant Mesothelioma","Disease_Pathogenesis_Involves_Gene","C49511","CDKN2A wt Allele"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_Mapped_To_Gene","C17424","NF1 Gene"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_Pathogenesis_Involves_Gene","C17424","NF1 Gene"
"C3798","Malignant Peripheral Nerve Sheath Tumor","Disease_Pathogenesis_Involves_Gene","C52882","NF1 wt Allele"
"C92647","Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation","Disease_Mapped_To_Gene","C17424","NF1 Gene"
"C92647","Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C92647","Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation","Disease_May_Have_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C92647","Malignant Peripheral Nerve Sheath Tumor with Mesenchymal Differentiation","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C6894","Malignant Solitary Fibrous Tumor","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C6535","Malignant Tenosynovial Giant Cell Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36388","t(1;2)(p11;q35-36)"
"C9063","Malignant Testicular Germ Cell Tumor","Disease_Has_Cytogenetic_Abnormality","C2873","Aneuploidy"
"C4335","Malignant Triton Tumor","Disease_Mapped_To_Gene","C17424","NF1 Gene"
"C4335","Malignant Triton Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C4335","Malignant Triton Tumor","Disease_May_Have_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C4335","Malignant Triton Tumor","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C7999","Malignant Type A Thymoma","Disease_May_Have_Cytogenetic_Abnormality","C36500","Loss of Chromosome 6p"
"C7999","Malignant Type A Thymoma","Disease_May_Have_Cytogenetic_Abnormality","C45703","t(15;22)(p11;q11)"
"C6886","Malignant Type AB Thymoma","Disease_May_Have_Cytogenetic_Abnormality","C36504","Loss of Chromosome 6"
"C6889","Malignant Type B2 Thymoma","Disease_May_Have_Cytogenetic_Abnormality","C2873","Aneuploidy"
"C45928","Mammosomatotroph Pituitary Gland Adenoma","Disease_May_Have_Molecular_Abnormality","C43539","Pituitary Tumor Transforming Gene Overexpression"
"C4337","Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C4337","Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C4337","Mantle Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C4337","Mantle Cell Lymphoma","Disease_Mapped_To_Gene","C18021","CCND1 Gene"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36421","del(13q14)"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36499","Loss of Chromosome 17p"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C27490","t(11;14)(q13;q32)"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36420","Trisomy 12"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36485","CCND1 Protein Overexpression"
"C4337","Mantle Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C27714","Clonal CCND1 Gene Rearrangement"
"C4337","Mantle Cell Lymphoma","Disease_Pathogenesis_Involves_Gene","C18021","CCND1 Gene"
"C4337","Mantle Cell Lymphoma","Disease_Pathogenesis_Involves_Gene","C49519","CCND1 wt Allele"
"C4341","Marginal Zone Lymphoma","Disease_Has_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C4341","Marginal Zone Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C4341","Marginal Zone Lymphoma","Disease_Has_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C3169","Mast Cell Leukemia","Disease_Mapped_To_Gene","C18609","KIT Gene"
"C3169","Mast Cell Leukemia","Disease_May_Have_Molecular_Abnormality","C38407","C-KIT Somatic Point Mutation"
"C3169","Mast Cell Leukemia","Disease_May_Have_Molecular_Abnormality","C39711","C-KIT Tyrosine Kinase Protein Overexpression"
"C9348","Mast Cell Sarcoma","Disease_Mapped_To_Gene","C18609","KIT Gene"
"C9348","Mast Cell Sarcoma","Disease_May_Have_Molecular_Abnormality","C38407","C-KIT Somatic Point Mutation"
"C9348","Mast Cell Sarcoma","Disease_May_Have_Molecular_Abnormality","C39711","C-KIT Tyrosine Kinase Protein Overexpression"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_Has_Molecular_Abnormality","C36451","Clonal Immunoglobulin Kappa Light Chain Gene Rearrangement"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_Mapped_To_Gene","C24260","BCL6 Gene"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_May_Have_Cytogenetic_Abnormality","C36440","Gain of Chromosome 9p"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36444","Clonal Immunoglobulin Heavy Chain Gene Rearrangement"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C36452","Clonal Immunoglobulin Lambda Light Chain Gene Rearrangement"
"C9280","Mediastinal (Thymic) Large B-Cell Lymphoma","Disease_May_Have_Molecular_Abnormality","C45212","PDCD1LG2 Gene Overexpression"
"C9119","Medullary Breast Carcinoma","Disease_Mapped_To_Gene","C17965","BRCA1 Gene"
"C9119","Medullary Breast Carcinoma","Disease_Mapped_To_Gene","C18021","CCND1 Gene"
"C9119","Medullary Breast Carcinoma","Disease_Mapped_To_Gene","C17756","ERBB2 Gene"
"C9119","Medullary Breast Carcinoma","Disease_Mapped_To_Gene","C17359","TP53 Gene"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C43309","Gain of Chromosome 10p"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C39914","Gain of Chromosome 12p"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36652","CCND1 Gene Amplification"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36485","CCND1 Protein Overexpression"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36642","Cyclin D1 Messenger RNA Overexpression"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36638","ERBB2 Gene Amplification"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36639","ERBB2 Protein Overexpression"
"C9119","Medullary Breast Carcinoma","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C9119","Medullary Breast Carcinoma","Disease_Pathogenesis_Involves_Gene","C17965","BRCA1 Gene"
"C9119","Medullary Breast Carcinoma","Disease_Pathogenesis_Involves_Gene","C52060","BRCA1 wt Allele"
"C9119","Medullary Breast Carcinoma","Disease_Pathogenesis_Involves_Gene","C17359","TP53 Gene"
"C9119","Medullary Breast Carcinoma","Disease_Pathogenesis_Involves_Gene","C52271","TP53 wt Allele"
"C9119","Medullary Breast Carcinoma","Disease_Pathogenesis_Involves_Gene","C97240","TP53*1 Allele"
"C129442","Medulloblastoma, SHH-Activated, TP53-Mutant","Disease_Has_Molecular_Abnormality","C118396","TP53 Gene Mutation"
"C129440","Medulloblastoma, WNT-Activated","Disease_May_Have_Molecular_Abnormality","C118396","TP53 Gene Mutation"
"C6910","Melanotic Psammomatous Malignant Peripheral Nerve Sheath Tumor","Disease_Mapped_To_Gene","C17424","NF1 Gene"
"C6910","Melanotic Psammomatous Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C6910","Melanotic Psammomatous Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C6910","Melanotic Psammomatous Malignant Peripheral Nerve Sheath Tumor","Disease_May_Have_Molecular_Abnormality","C36329","TP53 Gene Inactivation"
"C4660","Meningeal Solitary Fibrous Tumor/Hemangiopericytoma","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C92652","Meningeal Solitary Fibrous Tumor/Hemangiopericytoma, Grade 3","Disease_Mapped_To_Gene","C122819","NAB2/STAT6 Fusion Gene"
"C3230","Meningioma","Disease_May_Have_Molecular_Abnormality","C36686","NF2 Gene Inactivation"
"C9231","Merkel Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36569","del(1p36)"
"C9231","Merkel Cell Carcinoma","Disease_May_Have_Cytogenetic_Abnormality","C36475","Trisomy 6"
"C3737","Mesenchymal Chondrosarcoma","Disease_Mapped_To_Gene","C121919","HEY1/NCOA2 Fusion Gene"
"C3737","Mesenchymal Chondrosarcoma","Disease_Pathogenesis_Involves_Gene","C121919","HEY1/NCOA2 Fusion Gene"
"C111695","Mesenchymal Glioblastoma","Disease_Has_Molecular_Abnormality","C36685","NF1 Gene Inactivation"
"C111695","Mesenchymal Glioblastoma","Disease_May_Have_Molecular_Abnormality","C36692","PTEN Gene Inactivation"
"C111695","Mesenchymal Glioblastoma","Disease_Pathogenesis_Involves_Gene","C17424","NF1 Gene"
"C111695","Mesenchymal Glioblastoma","Disease_Pathogenesis_Involves_Gene","C52882","NF1 wt Allele"
"C38158","Metachronous Wilms Tumor","Disease_Mapped_To_Gene","C18262","WT1 Gene"
"C38158","Metachronous Wilms Tumor","Disease_May_Have_Molecular_Abnormality","C36684","WT1 Gene Inactivation"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36441","Gain of Chromosome 12q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36481","Gain of Chromosome 15q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36484","Gain of Chromosome 17q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36482","Gain of Chromosome 1q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36480","Gain of Chromosome 20q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36483","Gain of Chromosome 9q"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36490","Loss of Chromosome 14"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36501","Loss of Chromosome 1p"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36491","Loss of Chromosome 22"
"C6907","Metaplastic Meningioma","Disease_May_Have_Cytogenetic_Abnormality","C36502","Loss of Chromosome 3p"
