NCIt Code,NCIt Preferred Term,NCIm CUI,NCIm Preferred Name,NCIm Source,Term Type,Source Code,Source Term
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,DXP,SY,NOCODE,"THROMBOCYTHEMIA, IDIOPATHIC"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,DXP,SY,NOCODE,"THROMBOCYTHEMIA, PRIMARY HEMORRHAGIC"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,PT,6594,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,ET,6594,Essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,ET,6594,ET
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,ET,6594,Hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,ET,6594,Idiopathic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,GARD,ET,6594,Primary thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10,PT,D47.3,Essential (haemorrhagic) thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10,MTH_PT,D47.3,Essential (hemorrhagic) thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10CM,PT,D47.3,Essential (hemorrhagic) thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10CM,AB,D47.3,Essential (hemorrhagic) thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10CM,ET,D47.3,Essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD10CM,ET,D47.3,Idiopathic hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD9CM,PT,238.71,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICD9CM,AB,238.71,Essntial thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICDO,SY,9962/3,Essential hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICDO,PT,9962/3,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICDO,SY,9962/3,Idiopathic hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,ICDO,SY,9962/3,Idiopathic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDBCAC,PT,1404,Idiopathic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,LLT,10015493,Essential thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,PT,10015493,Essential thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,LLT,10015494,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,LLT,10015495,Essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,OL,10021217,Ideopathic thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MDR,LLT,10053263,Idiopathic thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Essential Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Essential Thrombocythemias
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,Hemorrhagic Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Hemorrhagic Thrombocythemias
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Idiopathic Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Idiopathic Thrombocythemias
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,Primary Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Primary Thrombocythemias
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Primary Thrombocytoses
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,Primary Thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,MH,D013920,"Thrombocythemia, Essential"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,"Thrombocythemia, Hemorrhagic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,"Thrombocythemia, Idiopathic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,"Thrombocythemia, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,"Thrombocythemias, Essential"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,"Thrombocythemias, Hemorrhagic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,"Thrombocythemias, Idiopathic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,"Thrombocythemias, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,PM,D013920,"Thrombocytoses, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MSH,ET,D013920,"Thrombocytosis, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MTHICD9,ET,238.71,Essential hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MTHICD9,ET,238.71,Essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MTHICD9,ET,238.71,Idiopathic (hemorrhagic) thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,MTHICD9,ET,238.71,Primary thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NCI-GLOSS,PT,CDR0000256562,essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NCI-GLOSS,PT,CDR0000256561,essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NCIMTH,PN,NOCODE,Essential Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,Hemorrhagic Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,Primary Thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,PT,N0000002931,"Thrombocythemia, Essential"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,FN,N0000002931,"Thrombocythemia, Essential [Disease/Finding]"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,"Thrombocythemia, Hemorrhagic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,"Thrombocythemia, Idiopathic"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,"Thrombocythemia, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,NDFRT,SY,N0000002931,"Thrombocytosis, Primary"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,PDQ,PT,CDR0000039361,essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,PDQ,SY,CDR0000039361,hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,PDQ,SY,CDR0000039361,idiopathic thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,PDQ,SY,CDR0000039361,primary thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,PDQ,SY,CDR0000039361,"thrombocythemia, essential"
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,QMR,PT,R0121884,THROMBOCYTHEMIA IDIOPATHIC
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SYGB,128844009,Essential haemorrhagic thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,128844009,Essential hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,PTGB,128844009,Essential thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,PTGB,109994006,Essential thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,PT,128844009,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,PT,109994006,Essential thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,109994006,Essential thrombocythemia (clinical disorder)
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,FN,109994006,Essential thrombocythemia (disorder)
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,FN,128844009,Essential thrombocythemia (morphologic abnormality)
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,109994006,Essential thrombocytosis
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SYGB,128844009,Idiopathic haemorrhagic thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,128844009,Idiopathic hemorrhagic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SYGB,109994006,Idiopathic thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SYGB,128844009,Idiopathic thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,109994006,Idiopathic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,128844009,Idiopathic thrombocythemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SYGB,128844009,Primary thrombocythaemia
C3407,Essential Thrombocythemia,C0040028,Essential Thrombocythemia,SNOMEDCT_US,SY,128844009,Primary thrombocythemia
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,COSTAR,PT,NOCODE,Ewing's Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,CSP,ET,2008-4746,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,CSP,PT,2008-4746,Ewing's tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,CTEP,HT,MTHU000010,Ewing Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,DXP,SY,NOCODE,EWING TUMOR
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,DXP,DI,U001700,"SARCOMA, EWING"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,GARD,ET,6390,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,GARD,ET,6390,Ewing tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,GARD,PT,6390,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,GARD,ET,6390,Ewing's tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,GARD,ET,6390,"Sarcoma, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,HPO,SY,HP:0012254,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,HPO,PT,HP:0012254,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,ICDO,PT,9260/3,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,ICDO,SY,9260/3,Ewing tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,LLT,10015560,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,PT,10015560,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,LLT,10015563,Ewing's sarcoma NOS
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,LLT,10015565,Ewing's sarcoma stage unspecified
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,LLT,10015566,Ewing's tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MDR,LLT,10015570,Ewing's tumour
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MEDLINEPLUS,ET,169,Ewing's Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MEDLINEPLUS,ET,169,"Sarcoma, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,ET,D012512,Ewing Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,ET,D012512,Ewing Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,ET,D012512,Ewing's Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,ET,D012512,Ewing's Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,PM,D012512,Ewings Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,PM,D012512,Ewings Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,MH,D012512,"Sarcoma, Ewing"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,ET,D012512,"Sarcoma, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,PM,D012512,"Sarcoma, Ewings"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,PM,D012512,"Tumor, Ewing"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MSH,PM,D012512,"Tumor, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,MTH,PN,NOCODE,Ewings sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NCI-GLOSS,PT,CDR0000046031,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,SY,N0000002674,Ewing Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,SY,N0000002674,Ewing Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,SY,N0000002674,Ewing's Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,SY,N0000002674,Ewing's Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,PT,N0000002674,"Sarcoma, Ewing"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,FN,N0000002674,"Sarcoma, Ewing [Disease/Finding]"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NDFRT,SY,N0000002674,"Sarcoma, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,NICHD,PT,C4817,Ewing Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,OMIM,ACR,612219,ES
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,OMIM,PT,612219,EWING SARCOMA
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,OMIM,PTCS,MTHU015822,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,PDQ,PT,CDR0000546979,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,PDQ,SY,CDR0000546979,Ewing's Sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,PDQ,SY,CDR0000546979,Ewing's Tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,PDQ,SY,CDR0000039466,"sarcoma, Ewing's"
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,RADLEX,PT,RID4522,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,SNOMEDCT_US,SY,76909002,Ewing sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,SNOMEDCT_US,PT,76909002,Ewing's sarcoma
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,SNOMEDCT_US,FN,76909002,Ewing's sarcoma (morphologic abnormality)
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,SNOMEDCT_US,SY,76909002,Ewing's tumor
C4817,Ewing Sarcoma,C0553580,Ewing Sarcoma,SNOMEDCT_US,SYGB,76909002,Ewing's tumour
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Bone Ewing's Sarcoma
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,PT,CDR0000546983,Ewing sarcoma of bone
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Ewing's Sarcoma of Bone
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,"Ewing's Sarcoma, Osseous"
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Ewing's tumor of bone
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Osseous Ewing's Sarcoma
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Osseous Ewing's Tumor
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Skeletal Ewing's Sarcoma
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,PDQ,SY,CDR0000546983,Skeletal Ewing's Tumor
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,SNOMEDCT_US,SY,307608006,Ewing sarcoma of bone
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,SNOMEDCT_US,PT,307608006,Ewing's sarcoma of bone
C4835,Ewing Sarcoma of Bone,C0585474,Ewing Sarcoma of Bone,SNOMEDCT_US,FN,307608006,Ewing's sarcoma of bone (disorder)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,CTEP,PT,10015563,Ewing sarcoma/Peripheral primitive neuroectodermal tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,CTEP-SDC,SY,10015563,Ewing sarcoma/Peripheral PNET
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,CTEP-SDC,PT,10015563,Ewing sarcoma/Peripheral primitive neuroectodermal tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,ET,9323,Askin�??s tumor (PNET of the chest wall) (type)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,ET,9323,Ewing family of tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,PT,9323,Ewing's family of tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,ET,9323,Ewing�??s tumor of bone (type)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,ET,9323,Extraosseous Ewing�??s (tumor growing outside of the bone) (type)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,GARD,ET,9323,Primitive neuroectodermal tumor (PNET) (type)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,HPO,PT,HP:0030067,Peripheral primitive neuroectodermal neoplasm
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MDBCAC,PT,8740,Ewing tumor/peripheral primitive neuroectodermal tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,(pPNET) Peripheral Primitive Neuroectodermal Tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,Extracranial Primitive Neuroectodermal Tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,"Neuroectodermal Neoplasm, Peripheral Primitive"
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,"Neuroectodermal Tumor, Peripheral"
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,"Neuroectodermal Tumor, Peripheral Primitive"
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,Peripheral Primitive Neuroectodermal Neoplasm
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,Peripheral Primitive Neuroectodermal Tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MSH,ET,D018241,"Primitive Neuroectodermal Tumor, Extracranial"
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,MTH,PN,NOCODE,Ewings sarcoma-primitive neuroectodermal tumor (PNET)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,NCI-GLOSS,PT,CDR0000570758,EFTs
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,NCI-GLOSS,PT,CDR0000322134,Ewing sarcoma family of tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,NCIMTH,PN,NOCODE,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,PSC,CDR0000039466,Ewing sarcoma/peripheral primitive neuroectodermal tumor (PNET)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,DN,CDR0000039466,Ewing sarcoma/PNET
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,SY,CDR0000039466,Ewing sarcoma/primitive neuroectodermal tumor (PNET)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,SY,CDR0000039466,Ewing's family of tumors
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,SY,CDR0000039466,Ewing's sarcoma/primitive neuroectodermal tumor (PNET)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,SY,CDR0000039466,PNET
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,PDQ,SY,CDR0000039466,primitive neuroectodermal tumor (PNET)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,SNOMEDCT_US,PT,703707001,Ewing sarcoma / peripheral neuroectodermal tumor
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,SNOMEDCT_US,FN,703707001,Ewing sarcoma / peripheral neuroectodermal tumor (morphologic abnormality)
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,SNOMEDCT_US,PTGB,703707001,Ewing sarcoma / peripheral neuroectodermal tumour
C27291,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,C0684337,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,SNOMEDCT_US,SY,703707001,Ewing sarcoma / PNET
C35871,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,C1333481,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor of Bone,,,,
C7453,Exocervical Carcinoma,C1299238,Exocervical Carcinoma,MTH,PN,NOCODE,Exocervical Carcinoma
C7453,Exocervical Carcinoma,C1299238,Exocervical Carcinoma,SNOMEDCT_US,PT,372100004,Carcinoma of exocervix
C7453,Exocervical Carcinoma,C1299238,Exocervical Carcinoma,SNOMEDCT_US,FN,372100004,Carcinoma of exocervix (disorder)
C6081,External Ear Carcinoma,C1333492,External Ear Carcinoma,,,,
C49166,Extracardiac Rhabdomyoma,C1707985,Extracardiac Rhabdomyoma,,,,
C5437,Extracranial Neuroblastoma,C1333499,Extracranial Neuroblastoma,,,,
C3918,Extragonadal Germ Cell Tumor,C3544268,Extragonadal Germ Cell Tumor,CTEP,PT,10015790,"Extragonadal germ cell tumors, NOS"
C3918,Extragonadal Germ Cell Tumor,C3544268,Extragonadal Germ Cell Tumor,CTEP-SDC,SY,10015790,"Extragonadal GCT, NOS"
C3918,Extragonadal Germ Cell Tumor,C3544268,Extragonadal Germ Cell Tumor,CTEP-SDC,PT,10015790,"Extragonadal germ cell tumors, NOS"
C3918,Extragonadal Germ Cell Tumor,C3544268,Extragonadal Germ Cell Tumor,GARD,PT,9325,Extragonadal germ cell tumor
